Index,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted
2002-02-01,0.434643000364304,0.445713996887207,0.434643000364304,0.435892999172211,398305600,0.370996475219727
2002-02-04,0.434285998344421,0.455713987350464,0.432143002748489,0.452679008245468,522373600,0.385283291339874
2002-02-05,0.4480359852314,0.463928997516632,0.447856992483139,0.454463988542557,456887200,0.386802673339844
2002-02-06,0.457143008708954,0.463928997516632,0.431250005960464,0.440535992383957,597576000,0.37494820356369
2002-02-07,0.440178990364075,0.45160698890686,0.430000007152557,0.433928996324539,347832800,0.369324922561646
2002-02-08,0.43571400642395,0.439999997615814,0.417320996522903,0.429107010364532,355331200,0.365220844745636
2002-02-11,0.42732098698616,0.446429014205933,0.423929005861282,0.446070998907089,398602400,0.379659175872803
2002-02-12,0.440356999635696,0.447142988443375,0.436607003211975,0.441249996423721,224280000,0.37555605173111
2002-02-13,0.441606998443604,0.450713992118835,0.440178990364075,0.446606993675232,312872000,0.380115479230881
2002-02-14,0.447320997714996,0.450536012649536,0.435357004404068,0.43928599357605,260170400,0.373884350061417
2002-02-15,0.438035994768143,0.446070998907089,0.425893008708954,0.426786005496979,260187200,0.363245457410812
2002-02-19,0.424286007881165,0.426250010728836,0.401428997516632,0.403928995132446,390258400,0.343791425228119
2002-02-20,0.406607002019882,0.414285987615585,0.39910700917244,0.413035988807678,285443200,0.351542532444
2002-02-21,0.409285992383957,0.410714000463486,0.383035987615585,0.383929014205933,446751200,0.326769024133682
2002-02-22,0.386786013841629,0.409821003675461,0.383929014205933,0.40607100725174,406476000,0.345614403486252
2002-02-25,0.40803599357605,0.441428989171982,0.3992860019207,0.425179004669189,426848800,0.361877650022507
2002-02-26,0.4269640147686,0.435178995132446,0.415179014205933,0.422679007053375,260131200,0.359749853610992
2002-02-27,0.427500009536743,0.433035999536514,0.373928993940353,0.39214301109314,1030159200,0.33376008272171
2002-02-28,0.395536005496979,0.403393000364304,0.381249994039536,0.387499988079071,456937600,0.329808354377747
2002-03-01,0.391606986522675,0.419643014669418,0.389643013477325,0.418749988079071,348992000,0.356405854225159
2002-03-04,0.415356993675232,0.438928991556168,0.40642899274826,0.433750003576279,348258400,0.369172602891922
2002-03-05,0.431250005960464,0.436250001192093,0.417856991291046,0.420179009437561,274702400,0.357622057199478
2002-03-06,0.419286012649536,0.434643000364304,0.409464001655579,0.429821014404297,226206400,0.365828603506088
2002-03-07,0.429643005132675,0.438035994768143,0.421606987714767,0.435357004404068,258249600,0.370540350675583
2002-03-08,0.441785991191864,0.4480359852314,0.433928996324539,0.440356999635696,269774400,0.374795883893967
2002-03-11,0.43928599357605,0.448929011821747,0.43035700917244,0.447499990463257,262785600,0.380875468254089
2002-03-12,0.43767899274826,0.441785991191864,0.43035700917244,0.441428989171982,254055200,0.375708311796188
2002-03-13,0.435178995132446,0.443749994039536,0.431250005960464,0.43732100725174,200765600,0.372211962938309
2002-03-14,0.433928996324539,0.43928599357605,0.426250010728836,0.436250001192093,217296800,0.371300369501114
2002-03-15,0.436785995960236,0.445713996887207,0.433035999536514,0.445535987615585,240900800,0.379203826189041
2002-03-18,0.445535987615585,0.447320997714996,0.434285998344421,0.441785991191864,304556000,0.376012116670609
2002-03-19,0.440892994403839,0.451786011457443,0.433928996324539,0.443749994039536,242345600,0.377683758735657
2002-03-20,0.440356999635696,0.448929011821747,0.4375,0.444999992847443,294319200,0.37874773144722
2002-03-21,0.426070988178253,0.433928996324539,0.415356993675232,0.433393001556396,616352800,0.368868827819824
2002-03-22,0.432500004768372,0.438571006059647,0.426250010728836,0.430178999900818,202193600,0.366133242845535
2002-03-25,0.429821014404297,0.430178999900818,0.41499999165535,0.416963994503021,262830400,0.35488572716713
2002-03-26,0.414285987615585,0.422143012285233,0.410714000463486,0.418929010629654,257840800,0.356558173894882
2002-03-27,0.416963994503021,0.423570990562439,0.415356993675232,0.419106990098953,127702400,0.356709688901901
2002-03-28,0.423213988542557,0.426429003477097,0.418929010629654,0.422679007053375,108455200,0.359749853610992
2002-04-01,0.417499989271164,0.441071003675461,0.415713995695114,0.436785995960236,199046400,0.371756672859192
2002-04-02,0.428570985794067,0.433928996324539,0.426250010728836,0.429821014404297,203795200,0.365828603506088
2002-04-03,0.429464012384415,0.43732100725174,0.421429008245468,0.424106985330582,214530400,0.36096528172493
2002-04-04,0.422679007053375,0.447320997714996,0.422679007053375,0.44464299082756,338497600,0.378443747758865
2002-04-05,0.445535987615585,0.449820995330811,0.43035700917244,0.441785991191864,278348000,0.376012116670609
2002-04-08,0.431428998708725,0.440714001655579,0.424643009901047,0.438571006059647,261514400,0.373275876045227
2002-04-09,0.439107000827789,0.446429014205933,0.42875000834465,0.43035700917244,191531200,0.366284757852554
2002-04-10,0.432321012020111,0.445535987615585,0.42875000834465,0.440356999635696,224980000,0.374795883893967
2002-04-11,0.446963995695114,0.449999988079071,0.441964000463486,0.443928986787796,407254400,0.377836167812347
2002-04-12,0.446606993675232,0.449463993310928,0.438749998807907,0.447499990463257,320241600,0.380875468254089
2002-04-15,0.447499990463257,0.449106991291046,0.442856997251511,0.446429014205933,299370400,0.379963904619217
2002-04-16,0.449106991291046,0.464107006788254,0.448570996522903,0.459643006324768,614577600,0.391210526227951
2002-04-17,0.463036000728607,0.467321008443832,0.45321398973465,0.466250002384186,396250400,0.396833896636963
2002-04-18,0.455356985330582,0.455713987350464,0.444285988807678,0.453750014305115,401710400,0.386194974184036
2002-04-19,0.455179005861282,0.455179005861282,0.445178985595703,0.446070998907089,375407200,0.379659175872803
2002-04-22,0.443571001291275,0.445178985595703,0.432678997516632,0.438035994768143,269427200,0.372820526361465
2002-04-23,0.438214004039764,0.442499995231628,0.430178999900818,0.433035999536514,233469600,0.368564873933792
2002-04-24,0.433928996324539,0.4375,0.422856986522675,0.424463987350464,140448000,0.361269056797028
2002-04-25,0.420713990926743,0.434643000364304,0.420536011457443,0.430714011192322,194202400,0.366588532924652
2002-04-26,0.433571010828018,0.435178995132446,0.410714000463486,0.410892993211746,304981600,0.349718600511551
2002-04-29,0.413571000099182,0.429643005132675,0.412321001291275,0.427857011556625,272288800,0.364156931638718
2002-04-30,0.426607012748718,0.435357004404068,0.424106985330582,0.433393001556396,280963200,0.368868827819824
2002-05-01,0.433750003576279,0.433750003576279,0.417142987251282,0.428214013576508,214704000,0.364460796117783
2002-05-02,0.425179004669189,0.434643000364304,0.421429008245468,0.423036009073257,239344000,0.360053718090057
2002-05-03,0.420893013477325,0.428929001092911,0.418392986059189,0.419820994138718,230781600,0.357317388057709
2002-05-06,0.416963994503021,0.419643014669418,0.401071012020111,0.40446400642395,249664800,0.344246685504913
2002-05-07,0.409642994403839,0.409821003675461,0.395357012748718,0.401250004768372,242748800,0.341511219739914
2002-05-08,0.414285987615585,0.437857002019882,0.411428987979889,0.435178995132446,436682400,0.370388895273209
2002-05-09,0.433035999536514,0.434821009635925,0.425000011920929,0.431964010000229,224616000,0.367652624845505
2002-05-10,0.433750003576279,0.433750003576279,0.410356998443604,0.41642901301384,235396000,0.354430377483368
2002-05-13,0.419999986886978,0.430178999900818,0.409642994403839,0.427500009536743,265608000,0.363853096961975
2002-05-14,0.436607003211975,0.45857098698616,0.432500004768372,0.457320988178253,526506400,0.389234304428101
2002-05-15,0.45303601026535,0.463928997516632,0.443571001291275,0.451429009437561,335826400,0.384219527244568
2002-05-16,0.447499990463257,0.454463988542557,0.441964000463486,0.450179010629654,227052000,0.383155524730682
2002-05-17,0.455179005861282,0.460357010364532,0.439464002847672,0.446606993675232,236493600,0.380115479230881
2002-05-20,0.438749998807907,0.445178985595703,0.438035994768143,0.441785991191864,269914400,0.376012116670609
2002-05-21,0.443392992019653,0.446429014205933,0.417856991291046,0.418929010629654,280991200,0.356558173894882
2002-05-22,0.417320996522903,0.435178995132446,0.41642901301384,0.434285998344421,290875200,0.36962878704071
2002-05-23,0.436607003211975,0.450713992118835,0.429821014404297,0.449642986059189,369398400,0.382699459791183
2002-05-24,0.44624999165535,0.44624999165535,0.427857011556625,0.431250005960464,166174400,0.36704483628273
2002-05-28,0.423036009073257,0.432143002748489,0.418392986059189,0.428214013576508,149716000,0.364460796117783
2002-05-29,0.427143007516861,0.436428993940353,0.418749988079071,0.428214013576508,221793600,0.364460796117783
2002-05-30,0.424463987350464,0.435357004404068,0.419820994138718,0.432143002748489,196375200,0.367804795503616
2002-05-31,0.430178999900818,0.433035999536514,0.415713995695114,0.416070997714996,365495200,0.354125648736954
2002-06-03,0.417679011821747,0.418749988079071,0.403214007616043,0.409106999635696,235110400,0.348198562860489
2002-06-04,0.408571004867554,0.411428987979889,0.39607098698616,0.406785994768143,347821600,0.346223086118698
2002-06-05,0.407678991556168,0.407678991556168,0.39910700917244,0.405714005231857,277082400,0.345310628414154
2002-06-06,0.409999996423721,0.414820998907089,0.393570989370346,0.3957140147686,259996800,0.336799472570419
2002-06-07,0.388570994138718,0.391786009073257,0.373750001192093,0.38214299082756,612376800,0.325248956680298
2002-06-10,0.383570998907089,0.389999985694885,0.381071001291275,0.383570998907089,277575200,0.326464235782623
2002-06-11,0.386429011821747,0.387499988079071,0.3644640147686,0.365357011556625,349496000,0.310962080955505
2002-06-12,0.3644640147686,0.370535999536514,0.356070995330811,0.358749985694885,528718400,0.305338799953461
