Index,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted
2002-06-13,0.357499986886978,0.358036011457443,0.346071004867554,0.348928987979889,352083200,0.29697984457016
2002-06-14,0.34357100725174,0.363570988178253,0.323392987251282,0.358929008245468,424900000,0.305491179227829
2002-06-17,0.361429005861282,0.368393003940582,0.354463994503021,0.366786003112793,324609600,0.31217822432518
2002-06-18,0.364643007516861,0.367678999900818,0.356786012649536,0.359820991754532,353360000,0.306250303983688
2002-06-19,0.310178995132446,0.31428599357605,0.301429003477097,0.305714011192322,1709467200,0.260198891162872
2002-06-20,0.306607007980347,0.31428599357605,0.300893008708954,0.3055360019207,396636800,0.260047346353531
2002-06-21,0.303036004304886,0.31232100725174,0.299820989370346,0.300893008708954,445177600,0.256095558404922
2002-06-24,0.299463987350464,0.316606998443604,0.298213988542557,0.308393001556396,431933600,0.26247900724411
2002-06-25,0.31071400642395,0.315714001655579,0.301070988178253,0.306071013212204,301201600,0.26050266623497
2002-06-26,0.300000011920929,0.308750003576279,0.285356998443604,0.295536011457443,558952800,0.251536130905151
2002-06-27,0.299820989370346,0.308393001556396,0.293213993310928,0.304643005132675,251658400,0.259287297725677
2002-06-28,0.30535700917244,0.318213999271393,0.303570985794067,0.316428989171982,269858400,0.269318491220474
2002-07-01,0.316249996423721,0.319285988807678,0.304464012384415,0.304643005132675,222689600,0.259287297725677
2002-07-02,0.304107010364532,0.306428998708725,0.300536006689072,0.302500009536743,305188800,0.257463306188583
2002-07-03,0.300179004669189,0.315714001655579,0.299106985330582,0.313392996788025,199029600,0.266734600067139
2002-07-05,0.316249996423721,0.334820985794067,0.316249996423721,0.334643006324768,161649600,0.284820765256882
2002-07-08,0.330713987350464,0.332320988178253,0.315714001655579,0.321606993675232,211204000,0.273725748062134
2002-07-09,0.3230359852314,0.32660698890686,0.311785995960236,0.313035994768143,226749600,0.266430675983429
2002-07-10,0.316249996423721,0.324463993310928,0.308035999536514,0.309285998344421,206880800,0.263239085674286
2002-07-11,0.308214008808136,0.327679008245468,0.303036004304886,0.326786011457443,373676800,0.278133571147919
2002-07-12,0.331250011920929,0.335536003112793,0.308214008808136,0.31267899274826,443492000,0.266126841306686
2002-07-15,0.311250001192093,0.332143008708954,0.300179004669189,0.325536012649536,295993600,0.277069658041
2002-07-16,0.324106991291046,0.331607013940811,0.314464002847672,0.318928986787796,446768000,0.271446287631989
2002-07-17,0.288035988807678,0.289285987615585,0.271250009536743,0.279107004404068,1215485600,0.237553149461746
2002-07-18,0.276785999536514,0.277857005596161,0.263393014669418,0.267679005861282,559462400,0.227826461195946
2002-07-19,0.262499988079071,0.270893007516861,0.259463995695114,0.26714301109314,385207200,0.227370291948318
2002-07-22,0.263393014669418,0.271250009536743,0.260892987251282,0.266429007053375,430897600,0.226762562990189
2002-07-23,0.266070991754532,0.270179003477097,0.257856994867325,0.258392989635468,399890400,0.219923064112663
2002-07-24,0.255892992019653,0.271786004304886,0.254464000463486,0.271429002285004,406593600,0.231018275022507
2002-07-25,0.266606986522675,0.266963988542557,0.25017899274826,0.256428986787796,479354400,0.218251436948776
2002-07-26,0.258213996887207,0.259463995695114,0.246428996324539,0.256071001291275,207704000,0.217946723103523
2002-07-29,0.258570998907089,0.269643008708954,0.256606996059418,0.268213987350464,274960000,0.22828184068203
2002-07-30,0.265179008245468,0.276964008808136,0.259999990463257,0.275536000728607,354838400,0.234513700008392
2002-07-31,0.275000005960464,0.275357007980347,0.266070991754532,0.27250000834465,310699200,0.23192971944809
2002-08-01,0.269820988178253,0.275357007980347,0.263036012649536,0.264286011457443,228956000,0.224938690662384
2002-08-02,0.263213992118835,0.267856985330582,0.254464000463486,0.258035987615585,179060000,0.219619140028954
2002-08-05,0.259106993675232,0.262499988079071,0.249464005231857,0.24982100725174,204024800,0.21262726187706
2002-08-06,0.253749996423721,0.271964013576508,0.251428991556168,0.263213992118835,272053600,0.224026203155518
2002-08-07,0.269463986158371,0.2742860019207,0.256249994039536,0.268393009901047,333474400,0.228434145450592
2002-08-08,0.263749986886978,0.274643003940582,0.263749986886978,0.273214012384415,227348800,0.232537463307381
2002-08-09,0.272320985794067,0.272320985794067,0.263393014669418,0.267856985330582,205716000,0.22797803580761
2002-08-12,0.266070991754532,0.268213987350464,0.262320995330811,0.267679005861282,179765600,0.227826461195946
2002-08-13,0.266070991754532,0.271607011556625,0.259820997714996,0.2605359852314,269869600,0.221746951341629
2002-08-14,0.261963993310928,0.27410700917244,0.259642988443375,0.270893007516861,399084000,0.230562075972557
2002-08-15,0.272320985794067,0.28125,0.268036007881165,0.278750002384186,322078400,0.237249240279198
2002-08-16,0.275893002748489,0.287499994039536,0.272857010364532,0.282321006059647,245224000,0.240288645029068
2002-08-19,0.281785994768143,0.290179014205933,0.280714005231857,0.285356998443604,216557600,0.242872565984726
2002-08-20,0.285178989171982,0.287321001291275,0.277321010828018,0.284106999635696,186625600,0.241808742284775
2002-08-21,0.285892993211746,0.28999999165535,0.275893002748489,0.287856996059418,202428800,0.24500036239624
2002-08-22,0.289285987615585,0.290179014205933,0.279642999172211,0.285178989171982,258311200,0.242720991373062
2002-08-23,0.283928990364075,0.284464001655579,0.275893002748489,0.280892997980118,163245600,0.239073202013969
2002-08-26,0.284821003675461,0.284821003675461,0.2707140147686,0.277321010828018,189968800,0.236032947897911
2002-08-27,0.280535995960236,0.28107100725174,0.262679010629654,0.265179008245468,262231200,0.225698754191399
2002-08-28,0.264286011457443,0.270000010728836,0.261606991291046,0.262499988079071,247973600,0.223418593406677
2002-08-29,0.261606991291046,0.269286006689072,0.259106993675232,0.262499988079071,164169600,0.223418593406677
2002-08-30,0.263036012649536,0.270357012748718,0.260356992483139,0.263393014669418,193519200,0.224178627133369
2002-09-03,0.25874999165535,0.259820997714996,0.250892996788025,0.250892996788025,276936800,0.213539645075798
2002-09-04,0.253571003675461,0.263929009437561,0.253035992383957,0.258570998907089,420660800,0.220074459910393
2002-09-05,0.253928989171982,0.256428986787796,0.250892996788025,0.253214001655579,226178400,0.215515092015266
2002-09-06,0.259106993675232,0.261606991291046,0.254106998443604,0.256785988807678,181591200,0.218555197119713
2002-09-09,0.254999995231628,0.259463995695114,0.252678990364075,0.256606996059418,158244800,0.218402922153473
2002-09-10,0.257321000099182,0.25874999165535,0.252142995595932,0.255892992019653,249468800,0.217795237898827
2002-09-11,0.256071001291275,0.260713994503021,0.252678990364075,0.255178987979889,202412000,0.217187508940697
2002-09-12,0.253571003675461,0.259106993675232,0.252142995595932,0.252499997615814,269830400,0.214907363057137
2002-09-13,0.252321004867554,0.256071001291275,0.250892996788025,0.253035992383957,282951200,0.215363547205925
2002-09-16,0.252499997615814,0.260892987251282,0.252142995595932,0.258929014205933,286641600,0.220379292964935
2002-09-17,0.26017901301384,0.268393009901047,0.26017901301384,0.264286011457443,427996800,0.224938690662384
2002-09-18,0.262320995330811,0.269463986158371,0.259285986423492,0.268213987350464,328641600,0.22828184068203
2002-09-19,0.263393014669418,0.264286011457443,0.258570998907089,0.260356992483139,205945600,0.221594646573067
2002-09-20,0.261070996522903,0.266786009073257,0.259285986423492,0.26553601026535,352788800,0.226002559065819
2002-09-23,0.263570994138718,0.26714301109314,0.258035987615585,0.265179008245468,263709600,0.225698754191399
2002-09-24,0.25714299082756,0.264643013477325,0.25714299082756,0.261429011821747,250661600,0.222507029771805
2002-09-25,0.262320995330811,0.270893007516861,0.261606991291046,0.266606986522675,254682400,0.226914092898369
2002-09-26,0.269643008708954,0.271250009536743,0.259820997714996,0.262499988079071,208644800,0.223418593406677
2002-09-27,0.25874999165535,0.265179008245468,0.258570998907089,0.262856990098953,206152800,0.22372242808342
2002-09-30,0.25714299082756,0.26017901301384,0.252499997615814,0.258929014205933,237697600,0.220379292964935
2002-10-01,0.2605359852314,0.260713994503021,0.25,0.259106993675232,342423200,0.220530718564987
2002-10-02,0.255892992019653,0.261249989271164,0.25178599357605,0.253035992383957,229348000,0.215363547205925
2002-10-03,0.253214001655579,0.260713994503021,0.251071006059647,0.255356997251511,217896000,0.217338994145393
2002-10-04,0.256428986787796,0.25714299082756,0.24982100725174,0.250535994768143,190825600,0.213235825300217
2002-10-07,0.249464005231857,0.253749996423721,0.245713993906975,0.245893001556396,244697600,0.209284082055092
2002-10-08,0.24821400642395,0.249285995960236,0.238571003079414,0.244286000728607,453644800,0.207916304469109
2002-10-09,0.241786003112793,0.247320994734764,0.239463999867439,0.242678999900818,356686400,0.206548541784286
2002-10-10,0.243393003940582,0.253928989171982,0.242500007152557,0.251964002847672,321574400,0.214451178908348
2002-10-11,0.254464000463486,0.263929009437561,0.25178599357605,0.259106993675232,294677600,0.220530718564987
2002-10-14,0.259820997714996,0.267500013113022,0.257856994867325,0.263749986886978,194404000,0.224482491612434
2002-10-15,0.271786004304886,0.272320985794067,0.263929009437561,0.2707140147686,405518400,0.230409741401672
2002-10-16,0.265356987714767,0.270179003477097,0.24821400642395,0.259999990463257,307624800,0.221290782094002
2002-10-17,0.253749996423721,0.256785988807678,0.249642997980118,0.251964002847672,469296800,0.214451178908348
2002-10-18,0.25,0.256249994039536,0.248750001192093,0.256071001291275,288299200,0.217946723103523
2002-10-21,0.254642993211746,0.261249989271164,0.25,0.259999990463257,238520800,0.221290782094002
2002-10-22,0.258392989635468,0.26571398973465,0.254642993211746,0.262499988079071,218148000,0.223418593406677
2002-10-23,0.261249989271164,0.267500013113022,0.258929014205933,0.26571398973465,209036800,0.226154044270515
2002-10-24,0.268213987350464,0.271607011556625,0.259820997714996,0.262320995330811,174748000,0.223266243934631
2002-10-25,0.262320995330811,0.275893002748489,0.2605359852314,0.275357007980347,279070400,0.234361484646797
2002-10-28,0.277678996324539,0.284821003675461,0.272320985794067,0.278750002384186,349300000,0.237249240279198
2002-10-29,0.278035998344421,0.283571004867554,0.26714301109314,0.275714010000229,259179200,0.234665215015411
2002-10-30,0.276607006788254,0.292320996522903,0.276428997516632,0.285356998443604,270676000,0.242872565984726
2002-10-31,0.285535991191864,0.293570995330811,0.284285992383957,0.286963999271393,295836800,0.244240447878838
2002-11-01,0.284642994403839,0.294643014669418,0.283749997615814,0.292142987251282,189828800,0.248648211359978
2002-11-04,0.294643014669418,0.310357004404068,0.291963994503021,0.301607012748718,376818400,0.256703227758408
2002-11-05,0.299106985330582,0.302857011556625,0.291963994503021,0.301786005496979,210694400,0.256855636835098
2002-11-06,0.305000007152557,0.309285998344421,0.298213988542557,0.307500004768372,216389600,0.261718779802322
2002-11-07,0.302500009536743,0.30535700917244,0.282321006059647,0.285714000463486,336179200,0.24317641556263
2002-11-08,0.285892993211746,0.289285987615585,0.277143001556396,0.282857000827789,190064000,0.240744844079018
2002-11-11,0.28107100725174,0.283749997615814,0.270000010728836,0.2707140147686,152975200,0.230409741401672
2002-11-12,0.273571014404297,0.286428987979889,0.272857010364532,0.279285997152328,223792800,0.237705424427986
2002-11-13,0.276785999536514,0.286963999271393,0.272857010364532,0.278393000364304,231739200,0.236945405602455
2002-11-14,0.283928990364075,0.293036013841629,0.281785994768143,0.291070997714996,141713600,0.247735977172852
2002-11-15,0.289820998907089,0.28999999165535,0.28142899274826,0.284821003675461,160994400,0.242416366934776
2002-11-18,0.289106994867325,0.289285987615585,0.277143001556396,0.27946400642395,164578400,0.23785699903965
2002-11-19,0.277678996324539,0.28125,0.268036007881165,0.272679001092911,210952000,0.23208199441433
2002-11-20,0.273214012384415,0.280357003211975,0.272320985794067,0.277321010828018,208740000,0.236032947897911
2002-11-21,0.283928990364075,0.293570995330811,0.28125,0.291963994503021,418482400,0.248495891690254
2002-11-22,0.287321001291275,0.291070997714996,0.283928990364075,0.285892993211746,227858400,0.243328765034676
2002-11-25,0.286249995231628,0.2882139980793,0.280535995960236,0.285178989171982,199427200,0.242720991373062
2002-11-26,0.28303599357605,0.283928990364075,0.272679001092911,0.275178998708725,240262400,0.234209969639778
2002-11-27,0.278571009635925,0.283214002847672,0.275893002748489,0.280714005231857,286798400,0.23892080783844
2002-11-29,0.281964004039764,0.283571004867554,0.275178998708725,0.276785999536514,143432800,0.235577657818794
2002-12-02,0.283928990364075,0.287499994039536,0.268036007881165,0.27107098698616,398742400,0.230713531374931
2002-12-03,0.271429002285004,0.273928999900818,0.269643008708954,0.2707140147686,227869600,0.230409741401672
2002-12-04,0.27107098698616,0.271250009536743,0.258929014205933,0.267320990562439,325757600,0.227521806955338
2002-12-05,0.268393009901047,0.269286006689072,0.259463995695114,0.261249989271164,243398400,0.222354725003242
2002-12-06,0.261606991291046,0.271250009536743,0.259285986423492,0.266963988542557,245358400,0.227217942476273
2002-12-09,0.266786009073257,0.266963988542557,0.261963993310928,0.263393014669418,236084800,0.224178627133369
2002-12-10,0.263393014669418,0.275893002748489,0.263036012649536,0.272857010364532,308610400,0.232233598828316
2002-12-11,0.273214012384415,0.276607006788254,0.269286006689072,0.276607006788254,253500800,0.235425338149071
2002-12-12,0.276964008808136,0.277678996324539,0.268036007881165,0.271250009536743,149340800,0.230865836143494
2002-12-13,0.270357012748718,0.270536005496979,0.261606991291046,0.26410698890686,164780000,0.224786221981049
2002-12-16,0.264463990926743,0.269643008708954,0.260892987251282,0.265179008245468,251624800,0.225698754191399
2002-12-17,0.265179008245468,0.271250009536743,0.261786013841629,0.269286006689072,222661600,0.229194298386574
2002-12-18,0.264286011457443,0.265356987714767,0.258929014205933,0.26017901301384,150701600,0.221443116664886
2002-12-19,0.259463995695114,0.266429007053375,0.25178599357605,0.253571003675461,347519200,0.215818971395493
2002-12-20,0.255178987979889,0.259999990463257,0.246070995926857,0.252499997615814,318096800,0.214907363057137
2002-12-23,0.252856999635696,0.259820997714996,0.252142995595932,0.25874999165535,125826400,0.220226809382439
2002-12-24,0.257856994867325,0.258392989635468,0.255356997251511,0.256428986787796,39340000,0.218251436948776
2002-12-26,0.257499992847443,0.264463990926743,0.254999995231628,0.25714299082756,85422400,0.218859136104584
2002-12-27,0.255535989999771,0.256785988807678,0.25017899274826,0.251071006059647,80035200,0.213691130280495
2002-12-30,0.251428991556168,0.252678990364075,0.247143000364304,0.251249998807907,155041600,0.213843479752541
2002-12-31,0.25,0.256428986787796,0.249107003211975,0.255892992019653,200726400,0.217795237898827
2003-01-02,0.256428986787796,0.266429007053375,0.256249994039536,0.264286011457443,181428800,0.224938690662384
2003-01-03,0.264286011457443,0.266606986522675,0.2605359852314,0.266070991754532,147453600,0.226457864046097
2003-01-06,0.268393009901047,0.274643003940582,0.26571398973465,0.266070991754532,390532800,0.226457864046097
2003-01-07,0.26410698890686,0.267856985330582,0.258392989635468,0.265179008245468,342344800,0.225698754191399
2003-01-08,0.260356992483139,0.262679010629654,0.257856994867325,0.259820997714996,229644800,0.221138462424278
2003-01-09,0.261070996522903,0.266429007053375,0.258929014205933,0.262142986059189,215252800,0.223114684224129
2003-01-10,0.260356992483139,0.264643013477325,0.25874999165535,0.262856990098953,175100800,0.22372242808342
2003-01-13,0.266070991754532,0.266070991754532,0.256428986787796,0.261249989271164,178942400,0.222354725003242
2003-01-14,0.262320995330811,0.264643013477325,0.25874999165535,0.260892987251282,186860800,0.222050830721855
2003-01-15,0.2605359852314,0.262499988079071,0.254642993211746,0.257678985595703,371128800,0.219315364956856
2003-01-16,0.253749996423721,0.263570994138718,0.253749996423721,0.261070996522903,559070400,0.222202241420746
2003-01-17,0.259999990463257,0.259999990463257,0.251428991556168,0.25178599357605,266761600,0.21429967880249
2003-01-21,0.253749996423721,0.257321000099182,0.25,0.250357002019882,253456000,0.21308346092701
2003-01-22,0.249642997980118,0.252678990364075,0.246428996324539,0.247857004404068,215140800,0.210955664515495
2003-01-23,0.250892996788025,0.256428986787796,0.249107003211975,0.253035992383957,228256000,0.215363547205925
2003-01-24,0.254285991191864,0.254285991191864,0.242143005132675,0.246428996324539,305468800,0.209740296006203
2003-01-27,0.244286000728607,0.258929014205933,0.243750005960464,0.252321004867554,391406400,0.214755073189735
2003-01-28,0.254285991191864,0.262320995330811,0.252856999635696,0.260356992483139,286255200,0.221594646573067
2003-01-29,0.259820997714996,0.269643008708954,0.255356997251511,0.266606986522675,373044000,0.226914092898369
2003-01-30,0.267500013113022,0.269107013940811,0.255178987979889,0.255713999271393,407058400,0.217642858624458
2003-01-31,0.253392994403839,0.259820997714996,0.250892996788025,0.256428986787796,341224800,0.218251436948776
2003-02-03,0.257321000099182,0.266250014305115,0.256249994039536,0.261786013841629,264784800,0.222810804843903
2003-02-04,0.258035987615585,0.261606991291046,0.255535989999771,0.260713994503021,317413600,0.221898481249809
2003-02-05,0.262679010629654,0.266606986522675,0.257856994867325,0.258035987615585,221614400,0.219619140028954
2003-02-06,0.256428986787796,0.2605359852314,0.253928989171982,0.257678985595703,179149600,0.219315364956856
2003-02-07,0.259820997714996,0.260713994503021,0.251249998807907,0.252678990364075,269701600,0.215059727430344
2003-02-10,0.254642993211746,0.26017901301384,0.251071006059647,0.256249994039536,167888000,0.218099057674408
2003-02-11,0.258929014205933,0.261249989271164,0.253571003675461,0.256249994039536,164780000,0.218099057674408
2003-02-12,0.254821002483368,0.260713994503021,0.254821002483368,0.2569639980793,228687200,0.218706831336021
2003-02-13,0.257321000099182,0.261429011821747,0.254285991191864,0.259642988443375,208493600,0.220986872911453
2003-02-14,0.260892987251282,0.262856990098953,0.256249994039536,0.261963993310928,243297600,0.222962364554405
2003-02-18,0.263393014669418,0.273214012384415,0.262856990098953,0.272679001092911,290897600,0.23208199441433
2003-02-19,0.269107013940811,0.270536005496979,0.262142986059189,0.265179008245468,240368800,0.225698754191399
2003-02-20,0.265179008245468,0.26714301109314,0.262679010629654,0.263749986886978,224352800,0.224482491612434
2003-02-21,0.264643013477325,0.268929004669189,0.261606991291046,0.267856985330582,157444000,0.22797803580761
2003-02-24,0.265356987714767,0.268393009901047,0.246428996324539,0.263213992118835,180252800,0.224026203155518
2003-02-25,0.262142986059189,0.269286006689072,0.260356992483139,0.268213987350464,188641600,0.22828184068203
2003-02-26,0.267679005861282,0.268213987350464,0.258570998907089,0.258929014205933,217095200,0.220379292964935
2003-02-27,0.26017901301384,0.267856985330582,0.259106993675232,0.265356987714767,154341600,0.225850179791451
2003-02-28,0.265356987714767,0.269463986158371,0.263749986886978,0.268036007881165,195098400,0.228130400180817
2003-03-03,0.268036007881165,0.2707140147686,0.259820997714996,0.261606991291046,203761600,0.222658485174179
2003-03-04,0.263213992118835,0.264463990926743,0.257856994867325,0.259999990463257,126414400,0.221290782094002
